echelon,rsid,display_name,parent_rsid,uic
USAREC,USAREC,USAREC,,
BDE,1,1ST BDE,USAREC,
BN,1A,1A - ALBANY,1,
CO,1A1,1A1 - ALBANY,1A,
STN,1A1D,1A1D - ALBANY,1A1,
STN,1A1G,1A1G - JOHNSTOWN,1A1,
STN,1A1N,1A1N - SARATOGA SPRINGS,1A1,
STN,1A1O,1A1O - ONEONTA,1A1,
STN,1A1Q,1A1Q - SCHENECTADY,1A1,
STN,1A1W,1A1W - CLIFTON PARK,1A1,
CO,1A3,1A3 - BURLINGTON,1A,
STN,1A3B,1A3B - BARRE,1A3,
STN,1A3D,1A3D - BURLINGTON,1A3,
STN,1A3L,1A3L - GLENS FALLS,1A3,
STN,1A3P,1A3P - PLATTSBURGH,1A3,
STN,1A3V,1A3V - RUTLAND,1A3,
CO,1A4,1A4 - SPRINGFIELD,1A,
STN,1A4F,1A4F - FITCHBURG,1A4,
STN,1A4H,1A4H - SOUTH HADLEY,1A4,
STN,1A4T,1A4T - SOUTHBRIDGE,1A4,
STN,1A4V,1A4V - WORCESTER,1A4,
STN,1A4W,1A4W - SPRINGFIELD MA,1A4,
CO,1A5,1A5 - HARTFORD,1A,
STN,1A5E,1A5E - ENFIELD,1A5,
STN,1A5F,1A5F - HARTFORD,1A5,
STN,1A5H,1A5H - MANCHESTER CT,1A5,
STN,1A5J,1A5J - BRISTOL CT,1A5,
STN,1A5L,1A5L - MANSFIELD,1A5,
STN,1A5T,1A5T - TORRINGTON,1A5,
STN,1A5W,1A5W - WATERBURY,1A5,
CO,1A6,1A6 - NEW HAVEN,1A,
STN,1A6D,1A6D - BRIDGEPORT CT,1A6,
STN,1A6F,1A6F - STAMFORD,1A6,
STN,1A6K,1A6K - NORWICH CT,1A6,
STN,1A6L,1A6L - MIDDLETOWN CT,1A6,
STN,1A6N,1A6N - NEW HAVEN,1A6,
STN,1A6P,1A6P - GROTON,1A6,
STN,1A6R,1A6R - DANBURY,1A6,
STN,1A6W,1A6W - ANSONIA,1A6,
CO,1A8,1A8 - EUROPE,1A,
STN,1A8G,1A8G - GRAFENWOEHR,1A8,
STN,1A8H,1A8H - WIESBADEN,1A8,
STN,1A8J,1A8J - KAISERSLAUTERN,1A8,
STN,1A8M,1A8M - STUTTGART,1A8,
STN,1A8V,1A8V - VICENZA,1A8,
CO,1A9,1A9 - BEAR MOUNTAIN,1A,
STN,1A9A,1A9A - KINGSTON,1A9,
STN,1A9D,1A9D - MIDDLETOWN NY,1A9,
STN,1A9K,1A9K - SPRING VALLEY,1A9,
STN,1A9N,1A9N - NEW WINDSOR,1A9,
STN,1A9R,1A9R - POUGHKEEPSIE,1A9,
STN,1A9S,1A9S - PEEKSKILL,1A9,
BN,1B,1B - WASHINGTON (BALT),1,
CO,1B1,1B1 - COLUMBIA MD,1B,
STN,1B1A,1B1A - ROCKVILLE,1B1,
STN,1B1C,1B1C - COLUMBIA MD,1B1,
STN,1B1D,1B1D - GLEN BURNIE,1B1,
STN,1B1G,1B1G - GAITHERSBURG,1B1,
STN,1B1L,1B1L - ANNAPOLIS,1B1,
STN,1B1W,1B1W - SILVER SPRING - DOWNTOWN,1B1,
CO,1B2,1B2 - DELMARVA-SEAFORD,1B,
STN,1B2A,1B2A - GEORGETOWN,1B2,
STN,1B2B,1B2B - SALISBURY MD,1B2,
STN,1B2C,1B2C - EASTON MD,1B2,
STN,1B2D,1B2D - DOVER DE,1B2,
STN,1B2K,1B2K - NORTH EAST,1B2,
STN,1B2N,1B2N - NEWARK DE-M,1B2,
STN,1B2W,1B2W - WILMINGTON DE,1B2,
CO,1B3,1B3 - BALTIMORE,1B,
STN,1B3D,1B3D - BEL AIR,1B3,
STN,1B3G,1B3G - ROSEDALE,1B3,
STN,1B3H,1B3H - CATONSVILLE,1B3,
STN,1B3M,1B3M - MONDAWMIN MALL,1B3,
STN,1B3R,1B3R - TOWSON,1B3,
STN,1B3W,1B3W - WESTMINSTER,1B3,
CO,1B5,1B5 - FREDERICK,1B,
STN,1B5D,1B5D - FREDERICK,1B5,
STN,1B5G,1B5G - HAGERSTOWN,1B5,
STN,1B5H,1B5H - FAIRFAX,1B5,
STN,1B5J,1B5J - STERLING,1B5,
STN,1B5K,1B5K - MARTINSBURG,1B5,
STN,1B5P,1B5P - MANASSAS,1B5,
STN,1B5W,1B5W - WINCHESTER,1B5,
CO,1B6,1B6 - LANDOVER,1B,
STN,1B6B,1B6B - LAUREL,1B6,
STN,1B6D,1B6D - HYATTSVILLE,1B6,
STN,1B6E,1B6E - LEXINGTON PARK,1B6,
STN,1B6F,1B6F - WASHINGTON D.C.,1B6,
STN,1B6L,1B6L - OXON HILL,1B6,
STN,1B6M,1B6M - WALDORF,1B6,
STN,1B6R,1B6R - LARGO,1B6,
STN,1B6S,1B6S - PRINCE FREDERICK,1B6,
CO,1B7,1B7 - POTOMAC,1B,
STN,1B7B,1B7B - ALEXANDRIA,1B7,
STN,1B7C,1B7C - CULPEPPER,1B7,
STN,1B7F,1B7F - ARLINGTON,1B7,
STN,1B7H,1B7H - FREDERICKSBURG,1B7,
STN,1B7K,1B7K - FALLS CHURCH,1B7,
STN,1B7M,1B7M - SPRINGFIELD,1B7,
STN,1B7S,1B7S - STAFFORD,1B7,
STN,1B7W,1B7W - WOODBRIDGE,1B7,
BN,1D,1D - NEW ENGLAND,1,
CO,1D1,1D1 - MAINE,1D,
STN,1D1A,1D1A - AUBURN ME,1D1,
STN,1D1D,1D1D - AUGUSTA,1D1,
STN,1D1G,1D1G - BANGOR,1D1,
STN,1D1N,1D1N - SCARBOROUGH,1D1,
STN,1D1V,1D1V - WATERVILLE,1D1,
CO,1D2,1D2 - NEW HAMPSHIRE,1D,
STN,1D2A,1D2A - LITTLETON,1D2,
STN,1D2I,1D2I - DOVER,1D2,
STN,1D2J,1D2J - CONCORD,1D2,
STN,1D2K,1D2K - KEENE,1D2,
STN,1D2P,1D2P - MANCHESTER,1D2,
STN,1D2R,1D2R - AMHERST,1D2,
CO,1D4,1D4 - BOSTON METRO,1D,
STN,1D4A,1D4A - BOSTON METRO,1D4,
STN,1D4F,1D4F - MALDEN,1D4,
STN,1D4R,1D4R - ROSLINDALE,1D4,
STN,1D4T,1D4T - QUINCY,1D4,
CO,1D5,1D5 - NORTH SHORE,1D,
STN,1D5B,1D5B - LOWELL,1D5,
STN,1D5C,1D5C - WALTHAM,1D5,
STN,1D5E,1D5E - FRAMINGHAM,1D5,
STN,1D5G,1D5G - METHUEN,1D5,
STN,1D5L,1D5L - PEABODY,1D5,
CO,1D6,1D6 - RHODE ISLAND,1D,
STN,1D6F,1D6F - NORTH DARTMOUTH,1D6,
STN,1D6P,1D6P - PROVIDENCE SOUTH,1D6,
STN,1D6V,1D6V - WARWICK,1D6,
STN,1D6W,1D6W - WOONSOCKET,1D6,
CO,1D7,1D7 - SOUTH SHORE,1D,
STN,1D7B,1D7B - PLYMOUTH,1D7,
STN,1D7D,1D7D - NORWOOD,1D7,
STN,1D7E,1D7E - TAUNTON,1D7,
STN,1D7W,1D7W - BROCKTON,1D7,
BN,1E,1E - HARRISBURG,1,
CO,1E1,1E1 - GREENSBURG,1E,
STN,1E1I,1E1I - INDIANA,1E1,
STN,1E1J,1E1J - JOHNSTOWN,1E1,
STN,1E1K,1E1K - GREENSBURG,1E1,
STN,1E1T,1E1T - UNIONTOWN,1E1,
CO,1E2,1E2 - CARLISLE,1E,
STN,1E2B,1E2B - CHAMBERSBURG,1E2,
STN,1E2F,1E2F - MECHANICSBURG,1E2,
STN,1E2H,1E2H - HANOVER,1E2,
STN,1E2V,1E2V - YORK,1E2,
CO,1E3,1E3 - HARRISBURG,1E,
STN,1E3A,1E3A - LANCASTER,1E3,
STN,1E3D,1E3D - HARRISBURG,1E3,
STN,1E3L,1E3L - LEBANON,1E3,
STN,1E3V,1E3V - READING,1E3,
CO,1E4,1E4 - CLARION,1E,
STN,1E4A,1E4A - BRADFORD,1E4,
STN,1E4C,1E4C - CLARION,1E4,
STN,1E4F,1E4F - FRANKLIN,1E4,
STN,1E4S,1E4S - DU BOIS,1E4,
CO,1E5,1E5 - PITTSBURGH,1E,
STN,1E5A,1E5A - PITTS NO HILLS,1E5,
STN,1E5G,1E5G - MONROEVILLE,1E5,
STN,1E5R,1E5R - ROBINSON,1E5,
STN,1E5S,1E5S - SOUTH HILLS,1E5,
CO,1E7,1E7 - STATE COLLEGE,1E,
STN,1E7H,1E7H - SELINGSGROVE,1E7,
STN,1E7J,1E7J - STATE COLLEGE,1E7,
STN,1E7L,1E7L - LEWISTOWN,1E7,
STN,1E7V,1E7V - WILLIAMSPORT,1E7,
CO,1E9,1E9 - LEHIGH VALLEY,1E,
STN,1E9A,1E9A - ALLENTOWN,1E9,
STN,1E9D,1E9D - HAZLETON,1E9,
STN,1E9F,1E9F - BETHLEHEM,1E9,
STN,1E9P,1E9P - POTTSVILLE,1E9,
BN,1G,1G - NEW YORK CTY,1,
CO,1G1,1G1 - BROOKLYN SOUTH,1G,
STN,1G1B,1G1B - SHEEPSHEAD BAY,1G1,
STN,1G1C,1G1C - BAYRIDGE,1G1,
STN,1G1E,1G1E - EAST BROOKLYN,1G1,
STN,1G1F,1G1F - FLATBUSH,1G1,
STN,1G1S,1G1S - SOUTH SHORE,1G1,
STN,1G1T,1G1T - STATEN ISLAND,1G1,
CO,1G2,1G2 - BROOKLYN NORTH,1G,
STN,1G2A,1G2A - DOWNTOWN BROOKLYN,1G2,
STN,1G2C,1G2C - MANHATTAN SOUTH,1G2,
STN,1G2E,1G2E - LONG ISLAND CITY,1G2,
STN,1G2H,1G2H - CROWN HEIGHTS,1G2,
STN,1G2R,1G2R - RIDGEWOOD QUEENS,1G2,
STN,1G2T,1G2T - NY TIMES SQUARE,1G2,
CO,1G4,1G4 - SUFFOLK,1G,
STN,1G4B,1G4B - BAYSHORE,1G4,
STN,1G4M,1G4M - PATCHOGUE,1G4,
STN,1G4P,1G4P - SELDEN,1G4,
STN,1G4Q,1G4Q - SMITHTOWN,1G4,
STN,1G4R,1G4R - RIVERHEAD,1G4,
CO,1G5,1G5 - BRONX,1G,
STN,1G5B,1G5B - WESTCHESTER SQUARE,1G5,
STN,1G5F,1G5F - BRONX FORDHAM RD,1G5,
STN,1G5G,1G5G - NORTH BRONX,1G5,
STN,1G5H,1G5H - NY HARLEM,1G5,
STN,1G5M,1G5M - SOUTH BRONX,1G5,
STN,1G5P,1G5P - WHITE PLAINS,1G5,
STN,1G5W,1G5W - NY WASHINGTON HEIGHTS,1G5,
STN,1G5Y,1G5Y - MOUNT VERNON,1G5,
CO,1G6,1G6 - QUEENS,1G,
STN,1G6E,1G6E - ELMHURST,1G6,
STN,1G6F,1G6F - FLUSHING,1G6,
STN,1G6M,1G6M - JAMAICA,1G6,
STN,1G6P,1G6P - RICHMOND HILL,1G6,
CO,1G7,1G7 - NASSAU,1G,
STN,1G7A,1G7A - FREEPORT,1G7,
STN,1G7B,1G7B - HEMPSTEAD,1G7,
STN,1G7C,1G7C - HICKSVILLE,1G7,
STN,1G7G,1G7G - LYNBROOK,1G7,
STN,1G7U,1G7U - UNIVERSITY GARDENS,1G7,
BN,1K,1K - MID-ATLANTIC,1,
CO,1K2,1K2 - SOUTH JERSEY,1K,
STN,1K2C,1K2C - CHERRY HILL,1K2,
STN,1K2E,1K2E - SICKLERVILLE,1K2,
STN,1K2F,1K2F - NORTHFIELD,1K2,
STN,1K2L,1K2L - VINELAND,1K2,
STN,1K2W,1K2W - WOODBURY,1K2,
CO,1K3,1K3 - VALLEY FORGE,1K,
STN,1K3B,1K3B - WEST CHESTER,1K3,
STN,1K3C,1K3C - LANSDALE,1K3,
STN,1K3H,1K3H - HOLMES,1K3,
STN,1K3K,1K3K - DOYLESTOWN,1K3,
STN,1K3L,1K3L - PLYMOUTH,1K3,
STN,1K3P,1K3P - POTTSTOWN,1K3,
CO,1K4,1K4 - CENTRAL JERSEY,1K,
STN,1K4E,1K4E - FREEHOLD,1K4,
STN,1K4F,1K4F - TINTON FALLS,1K4,
STN,1K4M,1K4M - MEDFORD,1K4,
STN,1K4O,1K4O - WILLINGBORO,1K4,
STN,1K4S,1K4S - TOMS RIVER,1K4,
STN,1K4T,1K4T - EWING,1K4,
CO,1K6,1K6 - PHILADELPHIA METRO,1K,
STN,1K6A,1K6A - UPPER DARBY,1K6,
STN,1K6C,1K6C - COTTMAN AVE,1K6,
STN,1K6E,1K6E - CENTER CITY,1K6,
STN,1K6L,1K6L - LANGHORNE,1K6,
STN,1K6W,1K6W - NORTHEAST PHILADELPHIA,1K6,
CO,1K7,1K7 - NORTH JERSEY,1K,
STN,1K7B,1K7B - EAST BRUNSWICK,1K7,
STN,1K7E,1K7E - ELIZABETH,1K7,
STN,1K7H,1K7H - HACKETTSTOWN,1K7,
STN,1K7M,1K7M - MORRISTOWN NJ,1K7,
STN,1K7N,1K7N - NEWTON,1K7,
STN,1K7P,1K7P - PLAINFIELD,1K7,
STN,1K7S,1K7S - SOMERVILLE,1K7,
STN,1K7V,1K7V - EDISON,1K7,
CO,1K8,1K8 - NEWARK,1K,
STN,1K8H,1K8H - HACKENSACK,1K8,
STN,1K8J,1K8J - JERSEY CITY,1K8,
STN,1K8K,1K8K - NEWARK,1K8,
STN,1K8M,1K8M - BLOOMFIELD,1K8,
STN,1K8N,1K8N - UNION CITY,1K8,
STN,1K8O,1K8O - EAST ORANGE,1K8,
STN,1K8P,1K8P - PATERSON,1K8,
BN,1N,1N - SYRACUSE,1,
CO,1N2,1N2 - SYRACUSE,1N,
STN,1N2C,1N2C - CORTLAND,1N2,
STN,1N2D,1N2D - AUBURN,1N2,
STN,1N2J,1N2J - MATTYDALE,1N2,
STN,1N2O,1N2O - OSWEGO,1N2,
CO,1N3,1N3 - FT DRUM,1N,
STN,1N3P,1N3P - POTSDAM,1N3,
STN,1N3S,1N3S - NEW HARTFORD,1N3,
STN,1N3V,1N3V - WATERTOWN,1N3,
CO,1N4,1N4 - BUFFALO,1N,
STN,1N4A,1N4A - CHEEKTOWAGA,1N4,
STN,1N4L,1N4L - NIAGARA FALLS,1N4,
STN,1N4S,1N4S - WEST SENECA,1N4,
STN,1N4V,1N4V - TONAWANDA,1N4,
CO,1N5,1N5 - SOUTHERN TIER,1N,
STN,1N5E,1N5E - VESTAL,1N5,
STN,1N5J,1N5J - JAMESTOWN,1N5,
STN,1N5R,1N5R - OLEAN,1N5,
STN,1N5T,1N5T - HORSEHEADS,1N5,
CO,1N6,1N6 - ROCHESTER,1N,
STN,1N6B,1N6B - BATAVIA,1N6,
STN,1N6J,1N6J - GREECE,1N6,
STN,1N6V,1N6V - HENRIETTA,1N6,
STN,1N6W,1N6W - WEBSTER,1N6,
CO,1N8,1N8 - WILKES BARRE,1N,
STN,1N8P,1N8P - SCRANTON,1N8,
STN,1N8T,1N8T - TOWANDA,1N8,
STN,1N8V,1N8V - WILKES BARRE,1N8,
STN,1N8X,1N8X - STROUDSBURG,1N8,
BN,1O,1O - RICHMOND,1,
CO,1O1,1O1 - BLACKSBURG,1O,
STN,1O1A,1O1A - PRINCETON,1O1,
STN,1O1B,1O1B - BECKLEY,1O1,
STN,1O1D,1O1D - WYTHEVILLE,1O1,
STN,1O1H,1O1H - MARTINSVILLE,1O1,
STN,1O1I,1O1I - CHRISTIANSBURG,1O1,
STN,1O1J,1O1J - ROANOKE,1O1,
CO,1O4,1O4 - LYNCHBURG,1O,
STN,1O4A,1O4A - LYNCHBURG,1O4,
STN,1O4B,1O4B - STAUNTON,1O4,
STN,1O4C,1O4C - DANVILLE,1O4,
STN,1O4H,1O4H - HARRISONBURG,1O4,
STN,1O4K,1O4K - CHARLOTTESVILLE,1O4,
CO,1O5,1O5 - RICHMOND,1O,
STN,1O5A,1O5A - RICHMOND EAST,1O5,
STN,1O5B,1O5B - RICHMOND WEST,1O5,
STN,1O5D,1O5D - COLONIAL HEIGHTS,1O5,
STN,1O5E,1O5E - RCHMND CHSTRFLD,1O5,
STN,1O5F,1O5F - IRONBRIDGE,1O5,
STN,1O5H,1O5H - MECHANICSVILLE,1O5,
CO,1O6,1O6 - BRIDGEPORT,1O,
STN,1O6D,1O6D - CLARKSBURG,1O6,
STN,1O6F,1O6F - LAVALE,1O6,
STN,1O6S,1O6S - MORGANTOWN,1O6,
STN,1O6W,1O6W - WHEELING,1O6,
CO,1O8,1O8 - JAMES RIVER,1O,
STN,1O8B,1O8B - SUFFOLK,1O8,
STN,1O8D,1O8D - DENBIGH,1O8,
STN,1O8G,1O8G - NEWPORT NEWS,1O8,
STN,1O8W,1O8W - WILLIAMSBURG,1O8,
CO,1O9,1O9 - NORFOLK,1O,
STN,1O9A,1O9A - LYNNHAVEN,1O9,
STN,1O9B,1O9B - LANDSTOWN,1O9,
STN,1O9C,1O9C - CHESAPEAKE,1O9,
STN,1O9E,1O9E - NORFOLK,1O9,
STN,1O9H,1O9H - PORTSMOUTH,1O9,
STN,1O9J,1O9J - VIRGINIA BEACH,1O9,
STN,1O9N,1O9N - LITTLE CREEK,1O9,
BDE,3,2ND BDE,USAREC,
BN,3A,3A - ATLANTA,3,
CO,3A2,3A2 - ATLANTA,3A,
STN,3A2B,3A2B - JONESBORO,3A2,
STN,3A2D,3A2D - ATLANTA WEST,3A2,
STN,3A2E,3A2E - MIDTOWN,3A2,
STN,3A2M,3A2M - STONE MOUNTAIN,3A2,
STN,3A2P,3A2P - DULUTH,3A2,
STN,3A2S,3A2S - TUCKER,3A2,
STN,3A2T,3A2T - ROSWELL,3A2,
CO,3A3,3A3 - ATHENS,3A,
STN,3A3A,3A3A - TOCCOA,3A3,
STN,3A3B,3A3B - COMMERCE,3A3,
STN,3A3D,3A3D - ATHENS GA,3A3,
STN,3A3G,3A3G - LAWRENCEVILLE,3A3,
STN,3A3K,3A3K - GAINESVILLE - S,3A3,
STN,3A3U,3A3U - BUFORD,3A3,
STN,3A3W,3A3W - CUMMING,3A3,
CO,3A5,3A5 - MARIETTA,3A,
STN,3A5A,3A5A - WOODSTOCK,3A5,
STN,3A5B,3A5B - ROME,3A5,
STN,3A5C,3A5C - HIRAM,3A5,
STN,3A5G,3A5G - SMYRNA,3A5,
STN,3A5J,3A5J - DOUGLASVILLE,3A5,
STN,3A5R,3A5R - KENNSAW,3A5,
STN,3A5U,3A5U - CARTERSVILLE,3A5,
CO,3A6,3A6 - PEACHTREE CITY,3A,
STN,3A6A,3A6A - CONYERS,3A6,
STN,3A6B,3A6B - CARROLLTON,3A6,
STN,3A6D,3A6D - GRIFFIN,3A6,
STN,3A6L,3A6L - LA GRANGE,3A6,
STN,3A6N,3A6N - NEWNAN,3A6,
STN,3A6S,3A6S - MCDONOUGH,3A6,
CO,3A7,3A7 - CHATTANOOGA,3A,
STN,3A7B,3A7B - HIXSON,3A7,
STN,3A7C,3A7C - CHATTANOOGA EAST,3A7,
STN,3A7E,3A7E - CLEVELAND,3A7,
STN,3A7F,3A7F - MANCHESTER,3A7,
STN,3A7G,3A7G - BLUE RIDGE,3A7,
STN,3A7H,3A7H - DALTON,3A7,
CO,3A9,3A9 - WARNER ROBINS,3A,
STN,3A9A,3A9A - DUBLIN,3A9,
STN,3A9B,3A9B - MILLEDGEVILLE,3A9,
STN,3A9C,3A9C - MACON,3A9,
STN,3A9D,3A9D - COLUMBUS WEST,3A9,
STN,3A9F,3A9F - WARNER ROBINS,3A9,
BN,3D,3D - COLUMBIA,3,
CO,3D1,3D1 - AUGUSTA,3D,
STN,3D1A,3D1A - AUGUSTA,3D1,
STN,3D1B,3D1B - EVANS,3D1,
STN,3D1C,3D1C - GREENWOOD,3D1,
STN,3D1K,3D1K - AIKEN,3D1,
STN,3D1O,3D1O - ORANGEBURG,3D1,
CO,3D2,3D2 - COLUMBIA SC,3D,
STN,3D2A,3D2A - DENTSVILLE,3D2,
STN,3D2B,3D2B - IRMO,3D2,
STN,3D2C,3D2C - LEXINGTON,3D2,
STN,3D2E,3D2E - SANDHILL,3D2,
STN,3D2N,3D2N - ROCK HILL,3D2,
STN,3D2R,3D2R - COLUMBIA,3D2,
CO,3D4,3D4 - GREENVILLE SC,3D,
STN,3D4A,3D4A - CLEMSON,3D4,
STN,3D4B,3D4B - EASLEY,3D4,
STN,3D4C,3D4C - SIMPSONVILLE,3D4,
STN,3D4D,3D4D - ANDERSON,3D4,
STN,3D4K,3D4K - GREENVILLE,3D4,
STN,3D4V,3D4V - SPARTANBURG,3D4,
CO,3D6,3D6 - ASHEVILLE,3D,
STN,3D6A,3D6A - SYLVA,3D6,
STN,3D6B,3D6B - HENDERSONVILLE,3D6,
STN,3D6C,3D6C - ASHEVILLE,3D6,
STN,3D6D,3D6D - MORGANTON,3D6,
STN,3D6E,3D6E - HICKORY,3D6,
STN,3D6W,3D6W - SHELBY,3D6,
CO,3D7,3D7 - FLORENCE,3D,
STN,3D7A,3D7A - GEORGETOWN,3D7,
STN,3D7F,3D7F - FLORENCE,3D7,
STN,3D7M,3D7M - MYRTLE BEACH,3D7,
STN,3D7S,3D7S - SUMTER,3D7,
CO,3D9,3D9 - CHARLESTON,3D,
STN,3D9A,3D9A - NO CHARLESTON,3D9,
STN,3D9B,3D9B - WEST ASHLEY,3D9,
STN,3D9C,3D9C - SUMMERVILLE,3D9,
STN,3D9D,3D9D - BEAUFORT,3D9,
BN,3E,3E - JACKSONVILLE,3,
CO,3E1,3E1 - JACKSONVILLE,3E,
STN,3E1A,3E1A - JACKSONVILLE WEST,3E1,
STN,3E1B,3E1B - MANDARIN,3E1,
STN,3E1G,3E1G - JACKSONVL NO,3E1,
STN,3E1H,3E1H - ORANGE PARK,3E1,
STN,3E1P,3E1P - JACKSONVL SO,3E1,
CO,3E3,3E3 - GAINESVILLE,3E,
STN,3E3F,3E3F - LAKE CITY,3E3,
STN,3E3L,3E3L - TALLAHASSEE WEST,3E3,
STN,3E3M,3E3M - TALLAHASSEE EAST,3E3,
STN,3E3R,3E3R - OCALA,3E3,
STN,3E3U,3E3U - GAINESVILLE,3E3,
CO,3E4,3E4 - SAVANNAH,3E,
STN,3E4A,3E4A - VIDALIA,3E4,
STN,3E4B,3E4B - BRUNSWICK,3E4,
STN,3E4E,3E4E - STATESBORO,3E4,
STN,3E4G,3E4G - HINESVILLE,3E4,
STN,3E4K,3E4K - POOLER,3E4,
CO,3E5,3E5 - VALDOSTA,3E,
STN,3E5A,3E5A - ALBANY,3E5,
STN,3E5C,3E5C - WAYCROSS,3E5,
STN,3E5D,3E5D - THOMASVILLE,3E5,
STN,3E5N,3E5N - VALDOSTA,3E5,
STN,3E5S,3E5S - TIFTON,3E5,
CO,3E9,3E9 - DAYTONA,3E,
STN,3E9A,3E9A - PALATKA,3E9,
STN,3E9B,3E9B - DAYTONA BEACH,3E9,
STN,3E9C,3E9C - ST AUGUSTINE,3E9,
STN,3E9D,3E9D - ORANGE CITY,3E9,
BN,3G,3G - MIAMI,3,
CO,3G1,3G1 - MIAMI,3G,
STN,3G1D,3G1D - HOMESTEAD,3G1,
STN,3G1E,3G1E - MIAMI-KENDALL,3G1,
STN,3G1G,3G1G - PERRINE,3G1,
STN,3G1N,3G1N - NORTH MIAMI BEACH,3G1,
STN,3G1P,3G1P - HIALEAH,3G1,
STN,3G1R,3G1R - MIAMI-DOWNTOWN,3G1,
STN,3G1S,3G1S - MIAMI SOUTH,3G1,
CO,3G3,3G3 - FT LAUDERDALE,3G,
STN,3G3A,3G3A - CENTRAL PARK,3G3,
STN,3G3F,3G3F - MARGATE,3G3,
STN,3G3M,3G3M - LAUDERHILL,3G3,
STN,3G3S,3G3S - HOLLYWOOD,3G3,
STN,3G3T,3G3T - PEMBROKE PINES,3G3,
CO,3G5,3G5 - JUPITER,3G,
STN,3G5B,3G5B - JUPITER,3G5,
STN,3G5C,3G5C - STUART,3G5,
STN,3G5D,3G5D - DELRAY BEACH,3G5,
STN,3G5E,3G5E - PORT ST LUCIE,3G5,
STN,3G5F,3G5F - ROYAL PALM,3G5,
STN,3G5V,3G5V - VERO BEACH,3G5,
STN,3G5W,3G5W - LAKE WORTH,3G5,
CO,3G6,3G6 - SAN JUAN,3G,
STN,3G6C,3G6C - CAGUAS,3G6,
STN,3G6D,3G6D - BAYAMON,3G6,
STN,3G6E,3G6E - CAROLINA,3G6,
STN,3G6G,3G6G - CAYEY,3G6,
STN,3G6H,3G6H - HUMACAO,3G6,
STN,3G6J,3G6J - FAJARDO,3G6,
STN,3G6M,3G6M - RIO PIEDRAS,3G6,
CO,3G7,3G7 - AGUADILLA,3G,
STN,3G7A,3G7A - HATILLO,3G7,
STN,3G7G,3G7G - AGUADILLA,3G7,
STN,3G7M,3G7M - MAYAGUEZ,3G7,
STN,3G7P,3G7P - PONCE,3G7,
STN,3G7R,3G7R - BARCELONETA,3G7,
STN,3G7S,3G7S - ST THOMAS,3G7,
STN,3G7T,3G7T - ST.CROIX,3G7,
STN,3G7V,3G7V - SAN GERMAN,3G7,
BN,3H,3H - MONTGOMERY,3,
CO,3H1,3H1 - BIRMINGHAM,3H,
STN,3H1C,3H1C - HOOVER,3H1,
STN,3H1D,3H1D - OXFORD,3H1,
STN,3H1E,3H1E - TALLADEGA,3H1,
STN,3H1K,3H1K - TUSCALOOSA,3H1,
STN,3H1M,3H1M - ALABASTER,3H1,
STN,3H1N,3H1N - EASTWOOD,3H1,
STN,3H1R,3H1R - JASPER,3H1,
STN,3H1T,3H1T - BESSEMER,3H1,
CO,3H2,3H2 - DOTHAN,3H,
STN,3H2C,3H2C - CRESTVIEW,3H2,
STN,3H2D,3H2D - ANDALUSIA,3H2,
STN,3H2F,3H2F - DOTHAN,3H2,
STN,3H2J,3H2J - ENTERPRISE,3H2,
STN,3H2N,3H2N - PANAMA CITY,3H2,
STN,3H2S,3H2S - MARIANNA,3H2,
STN,3H2W,3H2W - FT WALTON,3H2,
CO,3H4,3H4 - MOBILE,3H,
STN,3H4A,3H4A - PACE,3H4,
STN,3H4C,3H4C - PENSACOLA,3H4,
STN,3H4E,3H4E - MOBILE,3H4,
STN,3H4H,3H4H - MONROEVILLE,3H4,
STN,3H4W,3H4W - SPANISH FORT,3H4,
CO,3H5,3H5 - MONTGOMERY,3H,
STN,3H5E,3H5E - PRATTVILLE,3H5,
STN,3H5K,3H5K - MONTGOMERY,3H5,
STN,3H5N,3H5N - AUBURN,3H5,
STN,3H5R,3H5R - SELMA,3H5,
CO,3H6,3H6 - HUNTSVILLE,3H,
STN,3H6G,3H6G - FORT PAYNE,3H6,
STN,3H6K,3H6K - DECATUR,3H6,
STN,3H6L,3H6L - CULLMAN,3H6,
STN,3H6M,3H6M - GUNTERSVILLE,3H6,
STN,3H6N,3H6N - SHOALS,3H6,
STN,3H6O,3H6O - RAINBOW CITY,3H6,
STN,3H6T,3H6T - HUNTSVILLE,3H6,
STN,3H6V,3H6V - HUNTSVILLE-MADISON,3H6,
BN,3J,3J - RALEIGH,3,
CO,3J1,3J1 - FAYETTEVILLE,3J,
STN,3J1B,3J1B - HOPE MILLS,3J1,
STN,3J1C,3J1C - SPRING LAKE,3J1,
STN,3J1G,3J1G - FAYETTEVILLE,3J1,
STN,3J1K,3J1K - LUMBERTON,3J1,
STN,3J1M,3J1M - SANFORD,3J1,
STN,3J1R,3J1R - ABERDEEN,3J1,
CO,3J2,3J2 - GREENVILLE NC,3J,
STN,3J2E,3J2E - ELIZABETH CITY,3J2,
STN,3J2G,3J2G - GOLDSBORO,3J2,
STN,3J2J,3J2J - GREENVILLE,3J2,
STN,3J2S,3J2S - SMITHFIELD,3J2,
STN,3J2W,3J2W - ROCKY MOUNT,3J2,
CO,3J3,3J3 - RALEIGH,3J,
STN,3J3B,3J3B - BURLINGTON NC,3J3,
STN,3J3C,3J3C - GARNER,3J3,
